date,return,trade
2024-07-02,0.00622400452439832,0.006496154239919119
2024-07-03,6.23600292447602e-05,0.00310000230434116
2024-07-05,-0.00071865093937359,-0.0016198294161663199
2024-07-08,-0.00606124512752456,-0.0025577699400349202
2024-07-09,0.00041848710361159,-0.00863020360478084
2024-07-10,0.00821879000194799,0.0072709915058522005
2024-07-11,0.01321767487365881,0.01655008839282232
2024-07-12,0.007000034269224501,0.005364976525935259
2024-07-15,0.015630254003956533,0.019381196661367582
2024-07-16,0.02603735777993546,0.02141168578205378
2024-07-17,0.01076789955866088,0.00371428133756032
2024-07-18,-0.007506120425566419,-0.0010176603489769794
2024-07-19,-0.00483617373090786,-0.0031232982133560403
2024-07-22,-0.0003681678506394599,-0.006399095495046419
2024-07-23,-0.007044171773149689,-0.00685808651351848
2024-07-24,-0.006171557551531279,-0.01007000862408684
2024-07-25,0.009141847671063718,0.027678953841652205
2024-07-26,0.0190609493000848,0.01725296323003716
2024-07-29,0.010947871335399262,0.0152746700235464
2024-07-30,0.01739501338357723,0.025741929046873342
