Date,return,Y1,predicted_Y1,binary,ticker,pTradeRate,tTradeBool
2024-07-01,0.0286890768912434,0.016109470331886765,0.01687045204505172,0,AAPL,0.016109470331886765,0.016109470331886765
2024-07-02,0.016109470331886765,0.005794225427538552,0.017063707135620346,0,AAPL,0.005794225427538552,0.005794225427538552
2024-07-03,0.005794225427538552,0.021389965938036225,0.005832986214531932,0,AAPL,0.021389965938036225,0.021389965938036225
2024-07-05,0.021389965938036225,0.006517598262799878,0.015482182063377165,0,AAPL,0.006517598262799878,0.006517598262799878
2024-07-08,0.006517598262799878,0.0037677387466135636,0.006623585537609852,0,AAPL,0.0037677387466135636,0.0037677387466135636
2024-07-09,0.0037677387466135636,0.018628980265787923,0.004253307426004197,0,AAPL,0.018628980265787923,0.018628980265787923
2024-07-10,0.018628980265787923,-0.023494679077722323,0.015528212767633911,0,AAPL,-0.023494679077722323,0.0
2024-07-11,-0.023494679077722323,0.012966438494921347,-0.012148921858653556,0,AAPL,0.0,0.012966438494921347
2024-07-12,0.012966438494921347,0.016604677613454705,0.015179149654088626,0,AAPL,0.016604677613454705,0.016604677613454705
2024-07-15,0.016604677613454705,0.0017902627288762447,0.015463018161407091,0,AAPL,0.0017902627288762447,0.0017902627288762447
2024-07-16,0.0017902627288762447,-0.025621424317485365,0.0035255647404976043,0,AAPL,-0.025621424317485365,0.0
2024-07-17,-0.025621424317485365,-0.02074860215356186,-0.015077561200847408,0,AAPL,0.0,0.0
2024-07-18,-0.02074860215356186,0.0005797448740641736,-0.016250197555030963,0,AAPL,0.0,0.0005797448740641736
2024-07-19,0.0005797448740641736,-0.0015615183371947838,-0.0027170144979019916,0,AAPL,0.0,0.0
2024-07-22,-0.0015615183371947838,0.004677326789595257,-0.004426362875285434,0,AAPL,0.0,0.004677326789595257
2024-07-23,0.004677326789595257,-0.029175787827119874,0.0023243950105810898,0,AAPL,-0.029175787827119874,0.0
2024-07-24,-0.029175787827119874,-0.00481613570378485,-0.015116026102226395,0,AAPL,0.0,0.0
2024-07-25,-0.00481613570378485,0.002158692800747861,-0.006935440657661366,0,AAPL,0.0,0.002158692800747861
2024-07-26,0.002158692800747861,0.0012838093072819164,-0.00014512874551866152,0,AAPL,0.0,0.0012838093072819164
2024-07-29,0.0012838093072819164,0.002562684670143815,-0.0024259708420983008,0,AAPL,0.0,0.002562684670143815
2024-07-30,0.002562684670143815,0.014879601067931647,0.0009449373861270798,0,AAPL,0.014879601067931647,0.014879601067931647
2024-07-01,0.021645671878020658,0.005567612477786935,0.013677048019276944,0,MSFT,0.005567612477786935,0.005567612477786935
2024-07-02,0.005567612477786935,0.003238936050717344,0.004907473535650435,0,MSFT,0.003238936050717344,0.003238936050717344
2024-07-03,0.003238936050717344,0.014628698265744153,0.003019187872038148,0,MSFT,0.014628698265744153,0.014628698265744153
2024-07-05,0.014628698265744153,-0.0028271754566299946,0.014377239362515204,0,MSFT,-0.0028271754566299946,0.0
2024-07-08,-0.0028271754566299946,-0.014474494317281709,-0.0023718969962012535,0,MSFT,0.0,0.0
2024-07-09,-0.014474494317281709,0.014495963213956669,-0.014551770700612643,0,MSFT,0.0,0.014495963213956669
2024-07-10,0.014495963213956669,-0.025084083280719694,0.014320681752008044,0,MSFT,-0.025084083280719694,0.0
2024-07-11,-0.025084083280719694,-0.002532397530764042,-0.017835270629420377,0,MSFT,0.0,0.0
2024-07-12,-0.002532397530764042,0.0009035794633242268,-0.004975458439328229,0,MSFT,0.0,0.0009035794633242268
2024-07-15,0.0009035794633242268,-0.00982874724605526,-7.701562260760319e-05,0,MSFT,0.0,0.0
2024-07-16,-0.00982874724605526,-0.013437450573088492,-0.015849303374198705,0,MSFT,0.0,0.0
2024-07-17,-0.013437450573088492,-0.007127600241447598,-0.01647259042755069,0,MSFT,0.0,0.0
2024-07-18,-0.007127600241447598,-0.007430425393780849,-0.01539231001089322,0,MSFT,0.0,0.0
2024-07-19,-0.007430425393780849,0.013249480048027394,-0.01589126371112575,0,MSFT,0.0,0.013249480048027394
2024-07-22,0.013249480048027394,0.004302834207645639,0.012325155169408505,0,MSFT,0.004302834207645639,0.004302834207645639
2024-07-23,0.004302834207645639,-0.03651338311895819,0.0037018224957810248,0,MSFT,-0.03651338311895819,0.0
2024-07-24,-0.03651338311895819,-0.02478587912924774,-0.018131593833850303,0,MSFT,0.0,0.0
2024-07-25,-0.02478587912924774,0.01628633733145043,-0.018397637292999165,0,MSFT,0.0,0.01628633733145043
2024-07-26,0.01628633733145043,0.0034272849807710096,0.012710534993046332,0,MSFT,0.0034272849807710096,0.0034272849807710096
2024-07-29,0.0034272849807710096,-0.00896845286079925,0.0015101474236074387,0,MSFT,-0.00896845286079925,0.0
2024-07-30,-0.00896845286079925,-0.01086465028327946,-0.01634866418929178,0,MSFT,0.0,0.0
2024-07-01,0.006133025389686507,-0.013200214950226205,0.00413406288079724,0,NVDA,-0.013200214950226205,0.0
2024-07-02,-0.013200214950226205,0.044717557191037115,-0.011748111918060992,0,NVDA,0.0,0.044717557191037115
2024-07-03,0.044717557191037115,-0.019283561153337236,0.041292321826824525,0,NVDA,-0.019283561153337236,0.0
2024-07-05,-0.019283561153337236,0.018659716526216393,-0.022585464452546188,0,NVDA,0.0,0.018659716526216393
2024-07-08,0.018659716526216393,0.024502403947989197,0.020570293920237542,0,NVDA,0.024502403947989197,0.024502403947989197
2024-07-09,0.024502403947989197,0.02651399196566244,0.03214911449949902,0,NVDA,0.02651399196566244,0.02651399196566244
2024-07-10,0.02651399196566244,-0.057276161480423596,0.03285664079055093,0,NVDA,-0.057276161480423596,0.0
2024-07-11,-0.057276161480423596,0.014339428344752825,-0.025108788779057548,0,NVDA,0.0,0.014339428344752825
